Airport,Date/time,Wind_direction,Wind_speed,Gust_speed
ENBO,041020Z,100,26,0
ENBO,041050Z,100,24,0
ENBO,041120Z,90,24,0
ENBO,041150Z,100,22,0
ENBO,041220Z,90,24,0
ENBO,041250Z,90,23,0
ENBO,041320Z,90,20,0
ENBO,041350Z,90,22,0
ENBO,041420Z,90,21,0
ENBO,041450Z,90,20,0
ENBO,041520Z,90,21,0
ENBO,041550Z,90,21,0
ENBO,041620Z,90,22,0
ENBO,041650Z,90,20,0
ENBO,041720Z,90,22,0
ENBO,041750Z,90,22,0
ENBO,041820Z,90,22,0
ENBO,041850Z,90,21,0
ENBO,041920Z,90,21,0
ENBO,041950Z,90,23,0
ENBO,042020Z,90,21,0
ENBO,042050Z,90,21,0
ENBO,042120Z,90,20,0
ENBO,042150Z,90,20,0
ENBO,042220Z,90,19,0
ENBO,042250Z,90,20,0
ENBO,042320Z,90,20,0
ENBO,042350Z,90,21,0
ENBO,050020Z,100,18,0
ENBO,050050Z,100,19,0
ENBO,050120Z,100,17,0
ENBO,050150Z,100,17,0
ENBO,050220Z,100,17,0
ENBO,050250Z,100,15,0
ENBO,050320Z,100,15,0
ENBO,050350Z,100,18,0
ENBO,050420Z,100,16,0
ENBO,050450Z,100,15,0
ENBO,050520Z,110,13,0
ENBO,050550Z,110,13,0
ENBO,050620Z,100,14,0
ENBO,050650Z,100,15,0
ENBO,050720Z,100,15,0
ENBO,050750Z,110,15,0
ENBO,050820Z,100,14,0
ENBO,050850Z,100,15,0
ENBO,050920Z,100,16,0
ENBO,050950Z,100,14,0
ENBO,051020Z,110,14,0
ENBO,051050Z,100,15,0
ENBO,051120Z,110,14,0
ENBO,051150Z,110,12,0
ENBO,051220Z,110,12,0
ENBO,051250Z,110,11,0
ENBO,051320Z,100,10,0
ENBO,051350Z,100,10,0
ENBO,051420Z,90,11,0
ENBO,051450Z,90,9,0
ENBO,051520Z,90,9,0
ENBO,051550Z,100,7,0
ENBO,051620Z,80,4,0
ENBO,051650Z,80,6,0
ENBO,051720Z,90,4,0
ENBO,051750Z,100,4,0
ENBO,051820Z,120,6,0
ENBO,051850Z,130,7,0
ENBO,051920Z,140,5,0
ENBO,051950Z,130,6,0
ENBO,052020Z,130,6,0
ENBO,052050Z,130,5,0
ENBO,052120Z,130,5,0
ENBO,052150Z,110,7,0
ENBO,052220Z,100,7,0
ENBO,052250Z,100,7,0
ENBO,052320Z,100,7,0
ENBO,052350Z,100,9,0
ENBO,060020Z,100,9,0
ENBO,060050Z,100,10,0
ENBO,060120Z,100,10,0
ENBO,060150Z,100,11,0
ENBO,060220Z,110,12,0
ENBO,060250Z,110,11,0
ENBO,060320Z,110,12,0
ENBO,060350Z,100,12,0
ENBO,060420Z,100,12,0
ENBO,060450Z,110,12,0
ENBO,060520Z,110,12,0
ENBO,060550Z,110,12,0
ENBO,060620Z,100,12,0
ENBO,060650Z,110,12,0
ENBO,060720Z,110,12,0
ENBO,060750Z,110,12,0
ENBO,060820Z,110,13,0
ENBO,060850Z,110,13,0
ENBO,060920Z,110,13,0
ENBO,060950Z,110,12,0
ENBO,061020Z,110,12,0
ENBO,061050Z,110,11,0
ENBO,061120Z,110,11,0
ENBO,061150Z,110,10,0
ENBO,061220Z,100,10,0
ENBO,061250Z,100,9,0
ENBO,061320Z,110,7,0
ENBO,061350Z,90,6,0
ENBO,061420Z,90,4,0
ENBO,061450Z,0,2,0
ENBO,061520Z,0,3,0
ENBO,061550Z,70,4,0
ENBO,061620Z,0,1,0
ENBO,061650Z,0,3,0
ENBO,061720Z,90,4,0
ENBO,061750Z,50,3,0
ENBO,061820Z,70,4,0
ENBO,061850Z,90,6,0
ENBO,061920Z,80,7,0
ENBO,061950Z,90,7,0
ENBO,062020Z,100,7,0
ENBO,062050Z,110,7,0
ENBO,062120Z,90,8,0
ENBO,062150Z,90,9,0
ENBO,062220Z,90,8,0
ENBO,062250Z,100,9,0
ENBO,062320Z,110,9,0
ENBO,062350Z,100,8,0
ENBO,070020Z,100,9,0
ENBO,070050Z,100,10,0
ENBO,070120Z,100,8,0
ENBO,070250Z,90,6,0
ENBO,070320Z,110,8,0
ENBO,070350Z,100,9,0
ENBO,070420Z,100,7,0
ENBO,070450Z,110,7,0
ENBO,070520Z,120,6,0
ENBO,070550Z,120,4,0
ENBO,070620Z,110,6,0
ENBO,070650Z,120,8,0
ENBO,070720Z,130,5,0
ENBO,070750Z,110,8,0
ENBO,070820Z,110,8,0
ENBO,070850Z,100,7,0
ENBO,070920Z,100,9,0
ENBO,070950Z,100,9,0
ENBO,071020Z,100,9,0
ENBO,071050Z,100,8,0
ENBO,071120Z,110,9,0
ENBO,071150Z,110,9,0
ENBO,071220Z,120,9,0
ENBO,071250Z,110,9,0
ENBO,071320Z,110,10,0
ENBO,071350Z,110,9,0
ENBO,071420Z,110,8,0
ENBO,071450Z,100,7,0
ENBO,071520Z,110,8,0
ENBO,071550Z,120,7,0
ENBO,071620Z,130,5,0
ENBO,071650Z,110,7,0
ENBO,071720Z,110,10,0
ENBO,071750Z,120,10,0
ENBO,071820Z,110,11,0
ENBO,071850Z,100,12,0
ENBO,071920Z,100,12,0
ENBO,071950Z,90,11,0
ENBO,072020Z,90,13,0
ENBO,072050Z,90,12,0
ENBO,072120Z,100,10,0
ENBO,072150Z,100,11,0
ENBO,072220Z,100,11,0
ENBO,072250Z,110,12,0
ENBO,072320Z,110,11,0
ENBO,080020Z,110,10,0
ENBO,080120Z,100,11,0
ENBO,080150Z,100,12,0
ENBO,080220Z,100,12,0
ENBO,080250Z,100,11,0
ENBO,080320Z,110,10,0
ENBO,080350Z,110,11,0
ENBO,080420Z,100,10,0
ENBO,080450Z,100,10,0
ENBO,080520Z,100,10,0
ENBO,080550Z,110,9,0
ENBO,080620Z,110,9,0
ENBO,080650Z,90,9,0
ENBO,080720Z,100,8,0
ENBO,080750Z,100,9,0
ENBO,080820Z,100,7,0
ENBO,080850Z,100,8,0
ENBO,080920Z,100,7,0
ENBO,080950Z,100,7,0
ENBO,081020Z,100,6,0
ENBO,081050Z,110,6,0
ENBO,081120Z,100,6,0
ENBO,081150Z,120,5,0
ENBO,081220Z,120,4,0
ENBO,081250Z,120,4,0
ENBO,081320Z,0,2,0
ENBO,081350Z,0,3,0
ENBO,081420Z,0,2,0
ENBO,081450Z,10,3,0
ENBO,081520Z,10,3,0
ENBO,081550Z,40,3,0
ENBO,081620Z,50,4,0
ENBO,081650Z,30,4,0
ENBO,081720Z,50,4,0
ENBO,081750Z,80,3,0
ENBO,081820Z,70,4,0
ENBO,081850Z,70,4,0
ENBO,081920Z,80,4,0
ENBO,081950Z,110,4,0
ENBO,082020Z,80,4,0
ENBO,082050Z,60,4,0
ENBO,082120Z,60,5,0
ENBO,082150Z,50,5,0
ENBO,082220Z,70,4,0
ENBO,082250Z,90,10,0
ENBO,082320Z,100,9,0
ENBO,082350Z,80,9,0
ENBO,090020Z,90,9,0
ENBO,090050Z,80,8,0
ENBO,090120Z,90,8,0
ENBO,090150Z,60,5,0
ENBO,090220Z,70,6,0
ENBO,090250Z,90,7,0
ENBO,090320Z,80,9,0
ENBO,090420Z,100,12,0
ENBO,090450Z,100,13,0
ENBO,090520Z,90,11,0
ENBO,090550Z,100,12,0
ENBO,090650Z,100,13,0
ENBO,090720Z,100,12,0
ENBO,090750Z,90,12,0
ENBO,090820Z,90,10,0
ENBO,090850Z,100,9,0
ENBO,090920Z,110,8,0
ENBO,090950Z,100,11,0
ENBO,091020Z,90,11,0
ENBO,091050Z,90,11,0
ENBO,091120Z,90,14,0
ENBO,091150Z,100,14,0
ENBO,091220Z,90,13,0
ENBO,091250Z,90,13,0
ENBO,091320Z,90,11,0
ENBO,091320Z,90,11,0
ENBO,091350Z,90,11,0
ENBO,091350Z,90,11,0
ENBO,091420Z,90,11,0
ENBO,091450Z,90,10,0
ENBO,091450Z,90,10,0
ENBO,091550Z,90,10,0
ENBO,091620Z,100,10,0
ENBO,091650Z,100,9,0
ENBO,091720Z,100,9,0
ENBO,091750Z,100,12,0
ENBO,091820Z,90,13,0
ENBO,091850Z,80,13,0
ENBO,091920Z,100,11,0
ENBO,091950Z,100,14,0
ENBO,092020Z,100,16,0
ENBO,092050Z,100,15,0
ENBO,092120Z,90,16,0
ENBO,092150Z,90,15,0
ENBO,092220Z,100,16,0
ENBO,092320Z,100,17,0
ENBO,092350Z,90,17,0
ENBO,100020Z,90,17,0
ENBO,100050Z,100,18,0
ENBO,100120Z,100,16,0
ENBO,100220Z,100,16,0
ENBO,100250Z,90,14,0
ENBO,100320Z,90,15,0
ENBO,100350Z,90,16,0
ENBO,100420Z,90,17,0
ENBO,100450Z,90,16,0
ENBO,100520Z,90,15,0
ENBO,100550Z,90,15,0
ENBO,100620Z,90,15,0
ENBO,100650Z,90,16,0
ENBO,100720Z,90,17,0
ENBO,100750Z,90,18,0
ENBO,100820Z,90,19,0
ENBO,100850Z,90,19,0
ENBO,100920Z,90,19,0
ENBO,100950Z,90,20,0
ENBO,101020Z,90,20,0
ENBO,101050Z,90,19,0
ENBO,101150Z,90,17,0
ENBO,101220Z,90,17,0
ENBO,101250Z,90,17,0
ENBO,101250Z,90,17,0
ENBO,101320Z,90,17,0
ENBO,101350Z,90,17,0
ENBO,101420Z,90,15,0
ENBO,101450Z,90,14,0
ENBO,101520Z,80,13,0
ENBO,101550Z,90,13,0
ENBO,101620Z,90,13,0
ENBO,101650Z,90,14,0
ENBO,101720Z,90,14,0
ENBO,101750Z,100,11,0
ENBO,101820Z,90,10,0
ENBO,101850Z,90,8,0
ENBO,101920Z,100,13,0
ENBO,101950Z,100,12,0
ENBO,102020Z,100,14,0
ENBO,102050Z,100,13,0
ENBO,102120Z,100,13,0
ENBO,102150Z,110,12,0
ENBO,102220Z,90,11,0
ENBO,102250Z,100,9,0
ENBO,102320Z,100,10,0
ENBO,102350Z,100,11,0
ENBO,110020Z,100,12,0
ENBO,110050Z,100,10,0
ENBO,110120Z,90,7,0
ENBO,110150Z,100,8,0
ENBO,110250Z,100,11,0
ENBO,110320Z,90,11,0
ENBO,110350Z,90,10,0
ENBO,110420Z,90,8,0
ENBO,110450Z,100,10,0
ENBO,110520Z,90,9,0
ENBO,110550Z,100,8,0
ENBO,110620Z,90,9,0
ENBO,110620Z,90,9,0
ENBO,110650Z,90,7,0
ENBO,110650Z,90,7,0
ENBO,110720Z,90,7,0
ENBO,110750Z,110,9,0
ENBO,110820Z,110,10,0
ENBO,110850Z,100,10,0
ENBO,110920Z,110,9,0
ENBO,110950Z,90,10,0
ENBO,111020Z,110,10,0
ENBO,111050Z,120,7,0
ENBO,111120Z,120,7,0
ENBO,111150Z,150,5,0
ENBO,111220Z,140,5,0
ENBO,111250Z,140,3,0
ENBO,111320Z,0,3,0
ENBO,111350Z,0,1,0
ENBO,111420Z,240,3,0
ENBO,111450Z,280,3,0
ENBO,111520Z,290,2,0
ENBO,111550Z,300,2,0
ENBO,111620Z,0,2,0
ENBO,111650Z,340,3,0
ENBO,111720Z,0,2,0
ENBO,111750Z,0,2,0
ENBO,111820Z,60,2,0
ENBO,111850Z,0,2,0
ENBO,111850Z,0,2,0
ENBO,111920Z,0,2,0
ENBO,111950Z,100,3,0
ENBO,112020Z,130,3,0
ENBO,112050Z,110,3,0
ENBO,112120Z,100,5,0
ENBO,112150Z,120,5,0
ENBO,112220Z,110,4,0
ENBO,112250Z,110,4,0
ENBO,112320Z,100,6,0
ENBO,112350Z,100,6,0
ENBO,120020Z,100,7,0
ENBO,120050Z,100,7,0
ENBO,120120Z,100,7,0
ENBO,120150Z,100,8,0
ENBO,120220Z,100,10,0
ENBO,120250Z,100,9,0
ENBO,120320Z,100,10,0
ENBO,120350Z,100,9,0
ENBO,120420Z,100,10,0
ENBO,120450Z,100,10,0
ENBO,120520Z,100,11,0
ENBO,120550Z,100,11,0
ENBO,120620Z,100,11,0
ENBO,120650Z,90,11,0
ENBO,120720Z,100,11,0
ENBO,120750Z,100,10,0
ENBO,120820Z,100,11,0
ENBO,120850Z,100,11,0
ENBO,120850Z,100,11,0
ENBO,120920Z,100,11,0
ENBO,120950Z,100,12,0
ENBO,121020Z,110,12,0
ENBO,121050Z,110,10,0
ENBO,121120Z,110,10,0
ENBO,121150Z,110,9,0
ENBO,121220Z,110,8,0
ENBO,121250Z,110,6,0
ENBO,121320Z,120,5,0
ENBO,121350Z,120,5,0
ENBO,121420Z,110,4,0
ENBO,121450Z,110,4,0
ENBO,121520Z,100,4,0
ENBO,121550Z,100,6,0
ENBO,121620Z,80,7,0
ENBO,121650Z,80,6,0
ENBO,121720Z,70,5,0
ENBO,121750Z,80,6,0
ENBO,121820Z,80,8,0
ENBO,121850Z,80,9,0
ENBO,121920Z,80,11,0
ENBO,121950Z,70,9,0
ENBO,122020Z,70,10,0
ENBO,122050Z,90,9,0
ENBO,122120Z,80,14,0
ENBO,122150Z,90,12,0
ENBO,122220Z,100,15,0
ENBO,122250Z,90,13,0
ENBO,122320Z,90,13,0
ENBO,122350Z,90,15,0
ENBO,130020Z,100,15,0
ENBO,130050Z,90,14,0
ENBO,130120Z,100,13,0
ENBO,130150Z,100,15,0
ENBO,130250Z,90,15,0
ENBO,130320Z,100,17,0
ENBO,130350Z,100,18,0
ENBO,130420Z,90,17,0
ENBO,130450Z,90,18,0
ENBO,130520Z,90,17,0
ENBO,130550Z,90,17,0
ENBO,130620Z,90,15,0
ENBO,130650Z,90,17,0
ENBO,130720Z,90,17,0
ENBO,130750Z,90,18,0
ENBO,130820Z,90,18,0
ENBO,130850Z,100,19,0
ENBO,130920Z,100,19,0
ENBO,130950Z,100,21,0
ENBO,131020Z,90,21,0
ENBO,131050Z,90,22,0
ENBO,131120Z,100,20,0
ENBO,131150Z,100,22,0
ENBO,131220Z,100,23,0
ENBO,131250Z,100,22,0
ENBO,131320Z,100,23,0
ENBO,131350Z,100,20,0
ENBO,131420Z,100,20,0
ENBO,131450Z,100,20,0
ENBO,131520Z,100,22,0
ENBO,131550Z,100,22,0
ENBO,131620Z,100,20,0
ENBO,131650Z,90,25,0
ENBO,131720Z,90,26,0
ENBO,131750Z,90,29,0
ENBO,131820Z,90,29,0
ENBO,131850Z,90,31,0
ENBO,131920Z,90,31,0
ENBO,131950Z,90,31,0
ENBO,132020Z,100,30,0
ENBO,132050Z,100,26,0
ENBO,132120Z,100,29,0
ENBO,132150Z,100,28,0
ENBO,132220Z,110,28,0
ENBO,132250Z,100,28,0
ENBO,132320Z,100,26,0
ENBO,132350Z,100,25,0
ENBO,140020Z,100,23,0
ENBO,140050Z,100,23,0
ENBO,140120Z,100,20,0
ENBO,140150Z,100,18,0
ENBO,140220Z,100,19,0
ENBO,140250Z,90,20,0
ENBO,140320Z,90,21,0
ENBO,140350Z,90,23,0
ENBO,140420Z,90,23,0
ENBO,140450Z,90,23,0
ENBO,140520Z,90,22,0
ENBO,140550Z,90,22,0
ENBO,140620Z,90,23,0
ENBO,140620Z,90,23,0
ENBO,140650Z,90,25,0
ENBO,140720Z,100,24,0
ENBO,140750Z,90,22,0
ENBO,140820Z,100,22,0
ENBO,140850Z,100,22,0
ENBO,140920Z,100,22,0
ENBO,140950Z,100,21,0
ENBO,141020Z,100,21,0
ENBO,141050Z,100,17,0
ENBO,141120Z,100,17,0
ENBO,141150Z,100,17,0
ENBO,141220Z,100,20,0
ENBO,141250Z,100,21,0
ENBO,141320Z,100,20,0
ENBO,141350Z,100,21,0
ENBO,141420Z,100,19,0
ENBO,141450Z,100,17,0
ENBO,141520Z,100,16,0
ENBO,141550Z,100,16,0
ENBO,141620Z,100,16,0
ENBO,141650Z,100,16,0
ENBO,141720Z,100,18,0
ENBO,141750Z,90,17,0
ENBO,141820Z,90,16,0
ENBO,141850Z,90,15,0
ENBO,141920Z,100,15,0
ENBO,141950Z,100,16,0
ENBO,142020Z,100,14,0
ENBO,142050Z,90,13,0
ENBO,142120Z,80,15,0
ENBO,142150Z,90,18,0
ENBO,142220Z,90,15,0
ENBO,142250Z,90,14,0
ENBO,142320Z,90,12,0
ENBO,142350Z,100,9,0
ENBO,150020Z,100,7,0
ENBO,150050Z,0,3,0
ENBO,150120Z,0,1,0
ENBO,150150Z,0,3,0
ENBO,150220Z,310,4,0
ENBO,150250Z,320,4,0
ENBO,150320Z,310,6,0
ENBO,150350Z,330,7,0
ENBO,150420Z,330,10,0
ENBO,150450Z,340,8,0
ENBO,150520Z,20,11,0
ENBO,150550Z,20,13,0
ENBO,150620Z,20,12,0
ENBO,150650Z,20,11,0
ENBO,150720Z,20,11,0
ENBO,150750Z,20,8,0
ENBO,150820Z,360,7,0
ENBO,150850Z,290,7,0
ENBO,150920Z,250,7,0
ENBO,150950Z,270,10,0
ENBO,151020Z,280,10,0
ENBO,151050Z,310,10,0
ENBO,151120Z,320,9,0
ENBO,151150Z,320,10,0
ENBO,151220Z,320,7,0
ENBO,151250Z,320,7,0
ENBO,151320Z,290,5,0
ENBO,151350Z,250,4,0
ENBO,151420Z,200,6,0
ENBO,151450Z,210,5,0
ENBO,151520Z,240,11,0
ENBO,151550Z,230,12,0
ENBO,151620Z,230,10,0
ENBO,151650Z,270,17,0
ENBO,151720Z,260,17,0
ENBO,151750Z,250,17,0
ENBO,151750Z,250,17,0
ENBO,151820Z,250,22,0
ENBO,151820Z,250,22,0
ENBO,151850Z,240,21,0
ENBO,151920Z,240,21,0
ENBO,151950Z,250,25,0
ENBO,152020Z,270,27,0
ENBO,152050Z,270,26,0
ENBO,152120Z,280,25,0
ENBO,152150Z,300,31,0
ENBO,152150Z,300,31,0
ENBO,152220Z,290,27,0
ENBO,152250Z,300,23,0
ENBO,152320Z,290,29,0
ENBO,152350Z,300,27,0
ENBO,160020Z,300,24,34
ENBO,160050Z,310,23,0
ENBO,160120Z,320,19,0
ENBO,160150Z,320,18,0
ENBO,160220Z,320,21,0
ENBO,160320Z,310,19,0
ENBO,160350Z,310,17,0
ENBO,160420Z,310,18,0
ENBO,160450Z,320,18,0
ENBO,160520Z,310,17,0
ENBO,160550Z,310,16,0
ENBO,160620Z,320,16,0
ENBO,160650Z,320,17,0
ENBO,160720Z,310,16,0
ENBO,160750Z,280,19,0
ENBO,160820Z,330,10,0
ENBO,160850Z,310,20,0
ENBO,160920Z,310,12,23
ENBO,160950Z,320,16,0
ENBO,161020Z,310,18,0
ENBO,161050Z,320,13,0
ENBO,161120Z,310,18,0
ENBO,161150Z,330,16,29
ENBO,161220Z,310,23,0
ENBO,161250Z,320,21,0
ENBO,161320Z,320,20,0
ENBO,161350Z,320,15,0
ENBO,161420Z,320,18,0
ENBO,161450Z,350,12,0
ENBO,161520Z,320,17,0
ENBO,161550Z,330,15,0
ENBO,161620Z,330,15,0
ENBO,161650Z,320,16,0
ENBO,161720Z,320,15,0
ENBO,161750Z,310,17,0
ENBO,161820Z,320,16,0
ENBO,161850Z,310,15,0
ENBO,161920Z,320,10,0
ENBO,161950Z,320,8,0
ENBO,162020Z,310,9,0
ENBO,162050Z,340,6,0
ENBO,162120Z,310,8,0
ENBO,162150Z,300,7,0
ENBO,162220Z,290,10,0
ENBO,162250Z,290,6,0
ENBO,162320Z,260,10,0
ENBO,162350Z,240,9,0
ENBO,170020Z,270,10,0
ENBO,170050Z,280,18,0
ENBO,170120Z,250,4,0
ENBO,170150Z,210,9,0
ENBO,170220Z,180,9,0
ENBO,170320Z,190,11,0
ENBO,170350Z,200,10,0
ENBO,170450Z,190,10,0
ENBO,170520Z,130,7,0
ENBO,170550Z,100,12,0
ENBO,170620Z,90,13,0
ENBO,170650Z,100,13,0
ENBO,170720Z,90,13,0
ENBO,170750Z,90,13,0
ENBO,170820Z,100,12,0
ENBO,170820Z,100,12,0
ENBO,170850Z,90,14,0
ENBO,170920Z,90,14,0
ENBO,170950Z,90,15,0
ENBO,171020Z,140,11,0
ENBO,171050Z,160,11,0
ENBO,171120Z,160,10,0
ENBO,171150Z,160,10,0
ENBO,171220Z,150,8,0
ENBO,171250Z,140,8,0
ENBO,171320Z,110,15,0
ENBO,171350Z,110,14,0
ENBO,171420Z,100,17,0
ENBO,171450Z,100,22,0
ENBO,171520Z,100,22,0
ENBO,171550Z,100,23,0
ENBO,171620Z,100,21,0
ENBO,171650Z,100,21,0
ENBO,171720Z,100,24,0
ENBO,171750Z,100,22,0
ENBO,171820Z,100,23,0
ENBO,171850Z,90,19,0
ENBO,171920Z,100,19,0
ENBO,171950Z,100,19,0
ENBO,172020Z,100,20,0
ENBO,172050Z,100,18,0
ENBO,172120Z,100,17,0
ENBO,172150Z,100,18,0
ENBO,172220Z,100,18,0
ENBO,172250Z,100,18,0
ENBO,172320Z,100,16,0
ENBO,172350Z,100,14,0
ENBO,180020Z,100,15,0
ENBO,180050Z,100,16,0
ENBO,180120Z,100,16,0
ENBO,180150Z,110,14,0
ENBO,180220Z,100,14,0
ENBO,180250Z,100,16,0
ENBO,180320Z,110,11,0
ENBO,180350Z,100,13,0
ENBO,180420Z,100,15,0
ENBO,180450Z,120,12,0
ENBO,180520Z,150,5,0
ENBO,180550Z,220,19,0
ENBO,180620Z,220,19,0
ENBO,180650Z,120,8,0
ENBO,180720Z,170,10,0
ENBO,180750Z,180,12,0
ENBO,180820Z,210,9,0
ENBO,180850Z,220,14,0
ENBO,180920Z,190,10,0
ENBO,180950Z,180,10,0
ENBO,181020Z,150,7,0
ENBO,181050Z,120,11,0
ENBO,181120Z,100,14,0
ENBO,181150Z,110,11,0
ENBO,181220Z,100,12,0
ENBO,181250Z,110,9,0
ENBO,181320Z,110,12,0
ENBO,181350Z,130,7,0
ENBO,181420Z,110,10,0
ENBO,181450Z,100,12,0
ENBO,181520Z,110,12,0
ENBO,181550Z,110,11,0
ENBO,181620Z,110,11,0
ENBO,181650Z,100,13,0
ENBO,181720Z,100,13,0
ENBO,181750Z,100,11,0
ENBO,181820Z,110,12,0
ENBO,181850Z,100,12,0
ENBO,181920Z,100,12,0
ENBO,181950Z,100,12,0
ENBO,182020Z,100,13,0
ENBO,182050Z,110,11,0
ENBO,182120Z,110,11,0
ENBO,182150Z,110,11,0
ENBO,182220Z,110,10,0
ENBO,182250Z,110,8,0
ENBO,182320Z,100,9,0
ENBO,182350Z,100,8,0
ENBO,190020Z,110,7,0
ENBO,190050Z,110,5,0
ENBO,190120Z,100,6,0
ENBO,190150Z,100,4,0
ENBO,190220Z,90,5,0
ENBO,190250Z,70,4,0
ENBO,190320Z,60,3,0
ENBO,190350Z,90,5,0
ENBO,190420Z,100,7,0
ENBO,190450Z,100,7,0
ENBO,190520Z,100,11,0
ENBO,190550Z,110,10,0
ENBO,190620Z,110,10,0
ENBO,190650Z,110,11,0
ENBO,190720Z,110,12,0
ENBO,190750Z,100,12,0
ENBO,190820Z,100,13,0
ENBO,190850Z,100,13,0
ENBO,190920Z,100,14,0
ENBO,190950Z,100,12,0
ENBO,191020Z,100,13,0
ENBO,191050Z,100,12,0
ENBO,191120Z,100,11,0
ENBO,191150Z,100,11,0
ENBO,191220Z,90,12,0
ENBO,191250Z,90,13,0
ENBO,191320Z,90,12,0
ENBO,191350Z,90,12,0
ENBO,191420Z,90,12,0
ENBO,191450Z,90,14,0
ENBO,191520Z,90,15,0
ENBO,191550Z,90,14,0
ENBO,191620Z,90,14,0
ENBO,191650Z,90,13,0
ENBO,191720Z,90,17,0
ENBO,191750Z,100,18,0
ENBO,191820Z,90,20,0
ENBO,191850Z,90,20,0
ENBO,191920Z,90,21,0
ENBO,191950Z,90,19,0
ENBO,192020Z,90,19,0
ENBO,192050Z,90,20,0
ENBO,192120Z,90,18,0
ENBO,192150Z,100,17,0
ENBO,192220Z,100,16,0
ENBO,192250Z,100,15,0
ENBO,192320Z,100,15,0
ENBO,192350Z,90,15,0
ENBO,200020Z,90,14,0
ENBO,200050Z,90,13,0
ENBO,200120Z,100,13,0
ENBO,200150Z,100,13,0
ENBO,200220Z,100,14,0
ENBO,200250Z,100,14,0
ENBO,200320Z,100,15,0
ENBO,200350Z,100,15,0
ENBO,200420Z,100,16,0
ENBO,200450Z,100,16,0
ENBO,200520Z,110,13,0
ENBO,200550Z,100,16,0
ENBO,200620Z,100,13,0
ENBO,200650Z,100,14,0
ENBO,200650Z,100,14,0
ENBO,200720Z,110,14,0
ENBO,200750Z,100,16,0
ENBO,200820Z,100,17,0
ENBO,200850Z,100,15,0
ENBO,200920Z,100,12,0
ENBO,200950Z,110,8,0
ENBO,201020Z,130,8,0
ENBO,201050Z,120,10,0
ENBO,201120Z,150,5,0
ENBO,201150Z,210,13,0
ENBO,201220Z,220,15,0
ENBO,201220Z,220,15,0
ENBO,201250Z,220,15,0
ENBO,201320Z,220,13,0
ENBO,201320Z,220,13,0
ENBO,201350Z,230,16,0
ENBO,201420Z,230,17,0
ENBO,201450Z,240,18,0
ENBO,201520Z,220,13,0
ENBO,201550Z,220,11,0
ENBO,201620Z,230,21,0
ENBO,201650Z,220,12,0
ENBO,201720Z,260,18,0
ENBO,201750Z,230,9,0
ENBO,201820Z,220,13,0
ENBO,201850Z,220,13,0
ENBO,201920Z,210,10,0
ENBO,201950Z,230,15,0
ENBO,202020Z,220,12,0
ENBO,202050Z,220,13,0
ENBO,202120Z,230,14,0
ENBO,202150Z,220,14,0
ENBO,202220Z,210,16,0
ENBO,202250Z,210,13,0
ENBO,202320Z,230,14,0
ENBO,202350Z,220,8,0
ENBO,210020Z,220,19,0
ENBO,210050Z,280,9,0
ENBO,210120Z,230,8,0
ENBO,210150Z,230,19,0
ENBO,210220Z,230,10,0
ENBO,210250Z,220,11,0
ENBO,210320Z,220,12,0
ENBO,210350Z,210,11,0
ENBO,210420Z,220,11,0
ENBO,210450Z,220,12,0
ENBO,210520Z,240,12,0
ENBO,210550Z,220,12,0
ENBO,210620Z,220,14,0
ENBO,210650Z,180,9,0
ENBO,210720Z,190,9,0
ENBO,210750Z,160,6,0
ENBO,210820Z,190,11,0
ENBO,210850Z,150,8,0
ENBO,210920Z,120,8,0
ENBO,210950Z,120,8,0
ENBO,211020Z,110,9,0
ENBO,211050Z,110,9,0
ENBO,211120Z,110,10,0
ENBO,211120Z,110,10,0
ENBO,211150Z,100,10,0
ENBO,211150Z,100,10,0
ENBO,211220Z,100,11,0
ENBO,211250Z,100,11,0
ENBO,211320Z,100,11,0
ENBO,211350Z,90,12,0
ENBO,211420Z,90,11,0
ENBO,211450Z,100,10,0
ENBO,211520Z,140,12,0
ENBO,211550Z,130,10,0
ENBO,211620Z,120,19,0
ENBO,211650Z,110,15,0
ENBO,211720Z,120,18,0
ENBO,211750Z,110,16,0
ENBO,211820Z,120,18,0
ENBO,211850Z,130,16,27
ENBO,211920Z,130,15,0
ENBO,211950Z,130,18,0
ENBO,212020Z,130,18,0
ENBO,212050Z,120,17,28
ENBO,212120Z,120,19,0
ENBO,212150Z,120,16,27
ENBO,212220Z,130,16,27
ENBO,212250Z,120,17,0
ENBO,212320Z,120,18,0
ENBO,212350Z,120,24,0
ENBO,220020Z,110,23,0
ENBO,220050Z,120,20,0
ENBO,220120Z,130,15,0
ENBO,220150Z,120,13,0
ENBO,220220Z,140,14,0
ENBO,220320Z,130,13,0
ENBO,220350Z,120,12,0
ENBO,220420Z,140,13,0
ENBO,220450Z,100,20,0
ENBO,220520Z,90,20,0
ENBO,220550Z,100,20,0
ENBO,220620Z,100,23,0
ENBO,220650Z,100,20,0
ENBO,220720Z,100,19,0
ENBO,220750Z,90,22,0
ENBO,220820Z,90,23,0
ENBO,220850Z,90,24,0
ENBO,220920Z,100,23,0
ENBO,220950Z,90,22,0
ENBO,221020Z,90,25,0
ENBO,221050Z,100,22,0
ENBO,221120Z,100,21,0
ENBO,221150Z,120,12,0
ENBO,221220Z,110,14,0
ENBO,221250Z,100,15,0
ENBO,221320Z,100,18,0
